study_id,publication_year,title,venue,ccf_2026,languages,tasks,task_subcategories,study_types,models,strategies,strategy_parents,integrated_techniques,generation_metrics,benchmarks,training_datasets,tool_names,source_links,artifact_links,code_availability_group,code_audit_date
U106,2025,TRACETS4J: A Traceable Unit Test Generation Dataset,SANER,B,Java,Test Generation,,Dataset;Approach,CodeT5,Fine-tuning (type unspecified),Model Training,Program Analysis,BLEU;CodeBLEU,"Methods2Test test split
TRACETS4J test split
Yuan et al. CodeSearchNet ground-truth100 focal/test pairs
Ten selected GitHub Java projects for extraction evaluation",TRACETS4J:892524train/111565dev/111565test; Methods2Test:624022train/78534dev/78388test,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1109/SANER64311.2025.00077,,Partial implementation or auxiliary code,2026-09-22
U107,2026,Measuring the Influence of Incorrect Code on Test Generation,ICSE,A,Python;C++;Java,Test Generation,,Empirical,Llama 3;CodeLlama;DeepSeek-Coder;StarCoder2;Codestral;GPT-3.5;GPT-4;Claude 3 Haiku;Claude 3 Sonnet,Zero-shot,Prompting Engineering,Not coded into the listed integration categories,Correct Rate;Line Coverage;Fault Detection Rate;Real-bug Detection;CodeBLEU;Pass Rate;Code Coverage,"HumanEval (85 tasks)
MBPP-EvalPlus (213 tasks)
APPS converted to function format (172 tasks)
BugsInPy (10 retained of 493 attempted)
SWE-bench (31 retained of 500 attempted)
HumanEval-X C++ (125 tasks), Java (100 tasks)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2409.09464v3,https://anonymous.4open.science/r/ICSE-D15F/,Code claimed by authors; accessibility unverified,2026-09-22
U108,2025,Improving Retrieval-Augmented Deep Assertion Generation via Joint Training,TSE,A,Java,Test Oracle Generation,Assertion Oracle Generation,Approach,CodeT5;CodeBERT;GraphCodeBERT;UniXcoder;CodeLlama,Full FT;PEFT,Model Training,Information Retrieval;SBST Tools,Not applicable (task does not include Test Generation),"ATLAS Data_old (156760 TAPs, 8:1:1)
Data_new (265420 TAPs, 8:1:1)
Defects4J (835 bugs, 17 projects)","ATLAS Data_old and Data_new training splits, 8:1:1; training splits also act as retrieval corpus; Defects4J is evaluation.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2502.10696v2,https://github.com/iSEngLab/AG-RAG,Verified implementation or experimental code,2026-09-22
U109,2025,Improving Deep Assertion Generation via Fine-Tuning Retrieval-Augmented Pre-trained Language Models,TOSEM,A,Java,Test Oracle Generation,Assertion Oracle Generation,Approach,CodeT5;CodeBERT;GraphCodeBERT;UniXcoder;CodeGPT;CodeLlama,Full FT;Fine-tuning (type unspecified),Model Training,Information Retrieval;SBST Tools,Not applicable (task does not include Test Generation),"ATLAS-derived Data_old (156760; 8:1:1)
Data_new (265420; 8:1:1)
ATLAS original, CEDAR comparison (actual subset size not reported in §6)
Defects4J (835 bugs, 17 projects)",ATLAS-derived Data_old and Data_new 8:1:1 training splits; additional original-ATLAS CodeLlama experiment.,Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2502.16071v1,https://github.com/iSEngLab/RetriGen,Verified implementation or experimental code,2026-09-22
U110,2025,STRUT: Structured Seed Case Guided Unit Test Generation for C Programs using LLMs,ISSTA,A,C,Test Generation,,Approach,GPT-4o;DeepSeek-V3,Few-shot,Prompting Engineering,Program Analysis;Execution/Coverage Feedback,Compile Rate;Runtime Error Rate;Executable Test Rate;Assertion Pass Rate;Line Coverage;Branch Coverage;Code Coverage;Token Usage;Cost;Test Count,"bstrlib
TheAlgorithms/C
klib
crypto-algorithms
xv6-riscv
file
CTU02
C6X-16ST
SPARCV8-SUT
UTBench",Not applicable: no task-specific model training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1145/3728970,,Partial implementation or auxiliary code,2026-09-22
U111,2025,REACCEPT: Automated Co-evolution of Production and Test Code Based on Dynamic Validation and Large Language Models,ISSTA,A,Java,Test Evolution,,Approach,GPT-4;GPT-3.5;GPT-4o,Few-shot;Zero-shot,Prompting Engineering,Information Retrieval;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"537 public Java projects; CEPROT/SITAR/CHOSEN-derived co-evolution corpus
Dynamic subset: springside4, commons-lang, dddlib, datumbox, openmrs-core, basex","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2411.11033v1,https://github.com/Timiyang-ai/REACCEPT,Verified implementation or experimental code,2026-09-22
U115,2026,LLM Test Generation via Iterative Hybrid Program Analysis,ICSE,A,Java,Test Generation,,Approach,Llama 3.3;Mistral Large;GPT-4o-mini;Claude 3.5 Haiku,Zero-shot,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Pass Rate;Mutation Score;High-coverage Class Count;Time;Code Coverage,Defects4J 2.0.1 latest fixed revisions: 14 Java projects; selected complexity-filtered classes,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2503.13580v2,https://github.com/PANTA-TestAutomation/Panta,Verified implementation or experimental code,2026-09-22
U116,2026,AssertFlip: Reproducing Bugs via Inversion of LLM-Generated Passing Tests,ICSE,A,Python,Bug Reproduction,,Approach,GPT-4o,Zero-shot,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"SWT-Bench-Verified
SWT-Bench-Lite","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2507.17542v2,https://github.com/uw-swag/AssertFlip,Verified implementation or experimental code,2026-09-22
U117,2026,Heterogeneous Prompting and Execution Feedback for SWE Issue Test Generation and Selection,ICSE,A,Python,Bug Reproduction,,Approach,GPT-4o;Claude 3.7 Sonnet;Mistral Large,Zero-shot,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Differential Testing;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"TDD-Bench Verified449
SWT-Bench Lite276
SWE-rebench267 post-2024 instances","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2508.06365v3,https://zenodo.org/records/18169083,Accessible author code not verified,2026-09-22
U118,2026,E-Test: E’er-Improving Test Suites,ICSE,A,Java,Test Augmentation,,Approach;Dataset,GPT-3.5;GPT-4;GPT-4o;DeepSeek-R1;Llama 3,Zero-shot;Few-shot;Fine-tuning (type unspecified),Model Training;Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"Defects4J17projects
Four Java GitHub projects:Spring Boot3.1.12,ShardingSphere5.5.0,Dolphinscheduler3.2.1,Micrometer1.11.12",Balanced 5% of Defects4J-derived scenario dataset for GPT-3.5 API fine-tuning; remaining 95% validation; exact integer training count not reported.,Not recorded or no standalone tool name; not used as a core statistical dimension,https://www.lucadigrazia.com/papers/icse2026.pdf,https://github.com/ketaiq/E-Test-package,Verified implementation or experimental code,2026-09-22
U119,2026,Type-aware LLM-based Test Generation for Python Programs,TOSEM,A,Python,Test Generation,,Approach,GPT-4o;DeepSeek-V3;Qwen-Plus,Zero-shot;CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Mutation Score;Pass Rate;Repair Success Rate;Time;AST Similarity;Code Coverage,"Pyn (Pynguin/CodaMosa filtered subset)
NA (nine GitHub projects lacking type annotations)
Pyn-type","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2503.14000v2,https://github.com/Test4DT/Test4Py,Verified implementation or experimental code,2026-09-22
U120,2026,"TestWeaver: Execution-aware, Feedback-driven Regression Testing Generation with Large Language Models",ICSE,A,Python,Test Generation,,Approach,DeepSeek-V3,Zero-shot;Few-shot;CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Combined Line/Branch Coverage;Coverage Progression;Plateau Length;Time;Cost;Target-line Accuracy (motivating example);Code Coverage,"CodaMosa(CM)suite35open-sourcePythonprojects,425modules,about100kLOC","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2508.01255v2,https://github.com/FSoft-AI4Code/TestWeaver,Verified implementation or experimental code,2026-09-22
U122,2026,LSPRAG: LSP-Guided RAG for Language-Agnostic Real-Time Unit Test Generation,ICSE,A,Java;Python;Go,Test Generation,,Approach,GPT-4o;GPT-4o-mini;DeepSeek-V3,Few-shot;CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair,Syntax Rate;Line Coverage;Mutation Score;Time;Token Usage;Code Coverage,"Black 8dc9127
Tornado 81d36df1
Commons-CLI 266ab84a
Commons-CSV ca3a95c3
Cobra ceb39ab
Logrus d1e6332","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2510.22210v2,https://github.com/THU-WingTecher/LSPRAG,Verified implementation or experimental code,2026-09-22
U123,2026,Issue2Test: Generating Reproducing Test Cases from Issue Reports,ICSE,A,Python,Bug Reproduction,,Approach,GPT-4o-mini;Llama 3.3;Claude 3.5 Sonnet,Other prompting,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Not applicable (task does not include Test Generation),"SWT-bench-lite
90-instance intersection of SWT-bench-lite with SWE-bench Verified","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2503.16320v4,https://github.com/test-generation/issue2test,Verified implementation or experimental code,2026-09-22
U124,2026,Knowledge Matters: Injecting Project and Testing Knowledge into LLM-based Unit Test Generation,ICSE,A,Java,Test Generation,,Approach,GPT-4o-mini;Claude 3.5 Haiku;DeepSeek-V3.1,Other prompting,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Compile Rate;Pass Rate;Line Coverage;Branch Coverage;Time;Test Count;Readability;Human Evaluation;Code Coverage;Passed-test Line Coverage;Passed-test Branch Coverage;Perceived Correctness;Maintainability,"HITS dataset:Commons-CLI/CSV,Gson,Commons-codec/collections4,JDom2,Datafaker,Event-ruler,windward,batch-processing-gateway","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2511.14224v3,https://github.com/SYSUSELab/KTester,Verified implementation or experimental code,2026-09-22
U125,2026,"Enabling Global, Human-Centered Explanations for LLMs: From Tokens to Interpretable Code and Test Generation",ICSE,A,Java,Test Generation,,Approach,BART,Full FT,Model Training,Program Analysis,Auxiliary evaluation only (no test-quality metrics),"Methods2Test (Java UT subset; 1,000 focal-method/test pairs)","Existing full-text record establishes Full FT but does not isolate the full training corpus; 1,000 Methods2Test examples refer to evaluated Java task samples, not safely reusable as training count.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2503.16771v3,https://github.com/WM-SEMERU/code-rationales/,Verified implementation or experimental code,2026-09-22
